,date_hour,date,hour,timestamp,position_x,position_y,position_z,latitude,longitude,altitude,speed,acceleration
1709,2023-07-27 22:21:16.100000,27/07/2023,22:21:16:100000,1690507276100000.0,3746513.247,-4237620.598,-2937485.003,-27.601886825465506,-48.51985223660824,10.206164476197188,10.504586664881202,5.769889946957394
1710,2023-07-27 22:21:16.125000,27/07/2023,22:21:16:125000,1690507276125000.0,3746513.04,-4237620.746,-2937485.066,-27.601887438952794,-48.51985480050364,10.212109953950058,10.497747710818736,5.249131166202651
1711,2023-07-27 22:21:16.150000,27/07/2023,22:21:16:150000,1690507276150000.0,3746512.833,-4237620.894,-2937485.127,-27.601888036445757,-48.51985736439906,10.217128793950659,10.465082417257879,6.834348322993203
1712,2023-07-27 22:21:16.175000,27/07/2023,22:21:16:175000,1690507276175000.0,3746512.613,-4237621.017,-2937485.123,-27.60188822843858,-48.51985985921508,10.167802831160984,10.45297775755789,6.359246260367654
1713,2023-07-27 22:21:16.200000,27/07/2023,22:21:16:200000,1690507276200000.0,3746512.404,-4237621.165,-2937485.177,-27.601888775490373,-48.51986243828837,10.168404463357916,10.449753585611482,8.9962734507128
1714,2023-07-27 22:21:16.225000,27/07/2023,22:21:16:225000,1690507276225000.0,3746512.196,-4237621.313,-2937485.229,-27.601889303778414,-48.519865009772786,10.168666428847107,10.41529865150299,10.312596229854051
1715,2023-07-27 22:21:16.250000,27/07/2023,22:21:16:250000,1690507276250000.0,3746511.989,-4237621.458,-2937485.283,-27.6018898546886,-48.519867553540095,10.168450275190638,10.287768854324051,15.596296002577022
1716,2023-07-27 22:21:16.275000,27/07/2023,22:21:16:275000,1690507276275000.0,3746511.785,-4237621.604,-2937485.333,-27.60189036216951,-48.51987008125013,10.16880567853425,10.142563877048051,20.65802708392067
1717,2023-07-27 22:21:16.300000,27/07/2023,22:21:16:300000,1690507276300000.0,3746511.586,-4237621.754,-2937485.378,-27.601890803287812,-48.51987259785327,10.172435021888974,10.153800766215575,15.119446749137351
1718,2023-07-27 22:21:16.325000,27/07/2023,22:21:16:325000,1690507276325000.0,3746511.386,-4237621.905,-2937485.423,-27.601891244043046,-48.519875128754755,10.17614131896401,10.180829435758168,12.933152129314802
1719,2023-07-27 22:21:16.350000,27/07/2023,22:21:16:350000,1690507276350000.0,3746511.187,-4237622.057,-2937485.469,-27.601891686893506,-48.51987765877674,10.18156184735782,10.221165197764881,11.585326581499547
1720,2023-07-27 22:21:16.375000,27/07/2023,22:21:16:375000,1690507276375000.0,3746510.929,-4237622.193,-2937485.466,-27.6018919513992,-48.51988052919378,10.119025162084826,10.315233637683637,13.841000108373674
1721,2023-07-27 22:21:16.400000,27/07/2023,22:21:16:400000,1690507276400000.0,3746510.728,-4237622.349,-2937485.512,-27.601892387258612,-48.51988310123126,10.125927438969578,10.408489083435695,22.57782440803365
1722,2023-07-27 22:21:16.425000,27/07/2023,22:21:16:425000,1690507276425000.0,3746510.526,-4237622.512,-2937485.561,-27.601892827951648,-48.51988572782349,10.138280162302477,10.687041031080588,26.66500388149231
1723,2023-07-27 22:21:16.450000,27/07/2023,22:21:16:450000,1690507276450000.0,3746510.322,-4237622.684,-2937485.608,-27.601893229997184,-48.51988842997818,10.154507570318788,10.93288068168678,20.09421391843931
